,mat1_abssum,mat1_squaresum,mat2_abssum,mat2_squaresum
704,771.796,26786.5,1530.58,104800
705,701.555,22958,1255.17,73982.2
706,749.058,25432.5,1592,109284
707,768.345,24195.7,1262.25,75826.7
708,784.511,25810.6,1444.39,94923.9
709,884.795,31706.3,1451.34,102112
710,823.529,28762.3,1555.29,108888
711,676.031,22175.8,1624.59,109325
712,666.22,19340.8,1426.59,87193.6
713,616.514,17967.3,1442.41,87357.8
714,867.637,31126.9,1266.07,82784.6
715,745.293,23839.7,1479.06,96755.4
716,672.215,21460.6,1507.77,97248.4
717,749.049,23314.1,1663.2,114368
718,701.811,23743.3,1365.14,85408.4
719,726.536,24921.7,1406.79,90333.6
720,761.605,26281.6,1579.05,108917
721,680.101,22225.5,1276.11,75396.9
722,833.643,29890.5,1714.68,125864
723,698.31,23055.5,1242.45,72980.2
724,892.844,31649.6,1613.8,117767
725,652.299,18979.3,1529.55,96869.6
726,720.603,22619.9,1531.53,100852
727,829.082,30332.7,1586.97,113762
728,783.216,27262.9,1608.75,112925
729,571.525,16680.8,1448.37,86721.2
730,806.547,27695.1,1699.83,122169
731,754.852,25899.7,1613.7,112192
732,823.147,27679.8,1033.56,56763
733,687.501,23098.2,1497.87,97878.5
734,650.563,18929.7,1459.26,89834.8
735,820.651,29089.9,1360.19,90412.5
736,638.391,18338.6,1354.32,79192.6
737,755.733,25038.3,1612.71,111119
738,833.893,26835.9,1520.64,103953
739,703.575,23156.4,1489.95,97004.5
740,715.962,23286.8,1517.67,99948.1
741,771.815,25727.8,1422.63,92981.2
742,660.779,20653,1566.18,102058
743,792.939,28137.6,1444.41,97413
744,636.161,18749.8,1268.19,71054.5
745,739.675,24261.9,1734.48,122084
746,799.044,28008.7,1279.08,81438.7
747,728.927,23934.9,1484.03,97198.5
748,760.702,27530,1455.3,97952.6
749,816.241,28575.7,1548.41,108026
750,760.937,24849.3,1495.89,99528.5
751,809.473,27420.7,1335.42,86224.7
752,724.956,22525.9,1424.61,90199.4
753,819.496,27508.7,1715.67,123769
754,803.338,27880.6,1664.19,118975
755,689.926,22380,1244.43,72216.9
756,688.275,21986.9,1200.87,67441
757,708.674,23256.3,1353.25,83880.2
758,632.741,19626.6,1584,102812
759,826.269,28755.4,1553.31,109224
760,665.661,21148.9,1646.37,110453
761,720.264,23012.4,1396.89,87844.4
762,618.058,16945.6,1315.71,73613.4
763,811.042,28437.3,1584,111604
764,1009.04,40670.6,1197.72,85659.4
765,813.84,28739.7,1533.59,106688
766,825.968,30281.1,1542.42,109346
767,653.543,19717,1502.82,94817.5
768,610.255,17476.2,1350.36,77845.9
769,855.792,29491.6,1763.19,130139
770,703.782,23729.9,1452.32,93964.4
771,698.217,22673.4,1615.68,109115
772,792.559,28322.7,1499.85,103245
773,742.321,24254.4,1671.12,116038
774,651.662,20962.6,1420.65,88225
775,828.377,28166.5,1566.18,109640
776,606.825,18865.4,1702.8,113756
777,866.859,31117.8,1157.31,72202.5
778,884.467,30791.6,1450.35,100751
779,802.468,27436.6,1467.18,98947.1
780,619.657,19805.2,1265.08,71749.3
781,927.158,33634.8,1448.37,103415
782,836.063,30369.8,1547.37,109910
783,800.208,28191.7,1392.93,92757.8
784,678.731,22650.9,1610.73,108463
785,754.078,23339.7,1368.18,85339.1
786,834.365,29334.9,1384.02,92735.6
787,592.082,17772.7,1313.73,74528.9
788,760.559,26879.9,1372.14,89515.7
789,844.395,28713.4,1620.63,115321
790,873.919,33469.5,1469.16,105113
791,653.843,20688,1667.16,112001
792,781.391,28516.4,1418.63,95581.8
793,759.727,25594.1,1683,118687
794,676.743,20786.5,1558.26,101665
795,750.639,25061.1,1264.94,76836
796,696.916,21494.2,1520.64,98723
797,674.431,21677.1,1501.85,96867.5
798,685.403,21089.7,1420.62,88176
799,778.327,25658.9,1328.58,83475.4
800,875.069,31644.4,1571.13,113496
801,679.843,21008,1266.07,73114.6
802,699.644,24560.8,1341.45,84027.1
803,821.13,26351.7,1674.09,118426
804,822.477,28548.9,1641.42,117389
805,594.255,17398,1472.13,89315.2
806,684.507,21446.9,1539.45,100139
807,668.754,20257,1208.79,66594.1
808,664.798,21239.8,1476.09,93874.4
809,690.941,21645.9,1499.85,96572.5
810,792.929,26911.1,1413.68,93466.2
811,891.692,32657.3,1193.94,77497.2
812,737.236,22741.3,1303.72,78371.2
813,787.971,27966.2,1457.28,98974.7
814,690.647,21097.1,1378.02,83855.5
815,679.18,21522.9,1466.18,92818
816,807.346,27689.3,1485,100836
817,682.461,21113,1617.66,107541
818,776.263,28075.9,1373.13,90374.9
819,817.93,27862.1,1753.29,127392
820,811.001,29535.1,1835.46,137368
821,807.133,28365.7,1395.9,93183.2
822,744.459,22148.9,1381.05,85436.1
823,791.856,26279.6,1708.74,121606
824,648.713,20299.7,1582.02,103324
825,763.018,24600.5,1436.49,93476.4
826,664.955,20116.2,1574.1,102193
827,637.019,18807.9,1459.26,89682.8
828,853.834,30435.1,1450.34,100396
829,684.791,21292.3,1198.89,66696.2
830,699.211,23467.3,1733.49,121385
831,643.575,18846.5,1524.6,96222.8
832,752.279,23200.6,1418.67,90010.9
833,734.547,23397.2,1383.03,87094.4
834,762.235,24999.8,1443.42,94487.9
835,644.823,18647.8,1361.25,79938.9
836,793.252,27952.3,1413.72,94535.3
837,788.546,27164.4,1341.45,86577.1
838,816.474,29239,1716.66,125238
839,825.754,31705.4,1486,105300
840,761.473,26318.5,1690.08,119915
841,734.134,25039.4,1241.31,74425.6
842,854.729,30100.8,1683,123191
843,715.545,23577.9,1642.41,112349
844,756.711,24875.5,1397.83,89888.4
845,861.289,30062,1558.26,110937
846,726.327,25596.8,1408.77,91355.8
847,707.924,23682.9,1526.65,101003
848,652.093,21444.5,1391.89,85861.6
849,685.295,22758.3,1730.52,120099
850,738.297,23969.6,1385.01,87958.7
851,769.242,26432.7,1383.03,90004.4
852,676.682,21233.6,1725.57,118326
853,739.519,24866.8,1472.13,96641.2
854,897.462,31835.2,1737.45,129964
855,787.333,26410.9,1520.64,103471
856,730.171,24021.5,1564.2,105392
857,654.553,20751.2,1662.21,111703
858,706.473,24852.6,1472.13,97031.2
859,682.605,21195.6,1559.25,101836
860,958.3,34698.4,1510.74,110711
861,794.175,27954.1,1553.37,108219
862,784.481,26882.3,1685.97,119785
863,766.426,25432.3,1524.64,102876
864,771.732,28560.6,1295.91,83562.4
865,667.987,20394.1,1629.54,108307
866,922.399,33292.5,1586.06,116567
867,723.857,24611,1650.57,114164
868,674.251,21593.1,1622.61,108497
869,843.172,30478.3,1417.68,97457.8
870,808.693,26082.1,1493.91,100211
871,724.261,22993.7,1617.66,109477
872,792.135,26334.8,1643.4,115660
873,750.921,26790.9,1327.59,84716.1
874,741.045,26899,1370.09,89394.2
875,704.881,21746.2,1444.41,91571
876,812.325,29923.6,1448.34,99673.1
877,632.465,20317.9,1276.97,73530.9
878,674.616,21799.8,1578.06,104463
879,746.858,25363,1289.97,79414.8
880,855.554,30343.9,1363.16,91810.1
881,617.123,19072.5,1514.7,95471.2
882,698.539,23529.3,1663.33,114691
883,808.165,27970.7,1743.39,127190
884,791.265,27758.9,1344.25,86858.3
885,786.494,26799.8,1603.8,112231
886,725.396,23483.3,1362.24,85030.1
887,955.347,35191.8,1655.28,125190
888,716.105,22731.7,1425.6,90426.5
889,744.559,24428.3,1490.94,98513.5
890,601.317,17475,1569.15,99022.6
891,879.987,30901.6,1484.01,104060
892,760.699,25418.9,1497.87,100391
893,856.686,32741.4,1457.28,103225
894,881.903,32349.2,1414.67,98897.3
895,899.378,32002.6,1584.08,115223
896,738.557,25208.3,1684.98,118256
897,693.185,23103.1,1421.64,90474.1
898,721.014,26367.1,1345.41,86005.9
899,747.832,24395.8,1556.39,104719
900,695.628,21207.6,1285.02,75160.4
901,868.238,31259,1494.9,105840
902,700.785,22666.9,1630.53,110212
903,739.714,24888.8,1574.17,107296
904,765.235,26558.3,1519.68,103515
905,711.358,22416.3,1595.88,106928
906,706.762,24072.3,1524.6,101523
907,826.908,27844.2,1528.6,105712
908,865.153,31538.7,1624.59,118895
909,697.864,21428.8,1407.78,87528.7
910,775.073,25923.9,1154.13,66726.7
911,699.517,21249.2,1547.42,100820
912,758.956,24940.6,1625.58,112400
913,710.557,22380.3,1271.16,75108.4
914,701.993,23522.8,1637.46,111795
915,803.613,27554.9,1612.71,113529
916,664.972,20684.2,1471.14,93005.2
917,742.598,26319,1259.14,77637.4
918,763.823,27502.2,1531.61,105250
919,744.083,24680.8,1454.3,94926.5
920,680.113,22591.5,1441.42,91706.7
921,777.852,25889.1,1261.26,77275.4
922,609.428,18341.6,1340.46,77791.9
923,751.319,23952.7,1333.53,82627.4
924,819.023,27953.6,1313.73,84520.9
925,739.567,25018.8,1566.18,106280
926,812.037,27129,1623.6,113998
927,646.784,21512.6,1406.79,87153.6
928,697.637,22854.7,1483.02,95981.5
929,621.212,18088.1,1466.19,89840.1
930,784.084,25152.9,1368.18,87237.1
931,717.268,22779.3,1565.19,103947
932,843.789,29726.2,1206.63,75715.9
933,929.277,34916.2,1557.27,115514
934,700.224,22010.8,1543.41,101045
935,805.212,28093.7,1684.98,121222
936,693.918,23951.2,1258.29,75281.4
937,859.276,29754.6,1622.61,116479
938,576.267,16108.5,1655.28,106510
939,703.496,22712.7,1543.46,102002
940,885.565,32152.6,1631.52,120204
941,743.379,24940.9,1263.1,76338.7
942,629.169,19166.2,1687.95,112407
943,705.518,22685,1521.63,99976
944,600.187,17856.4,1488.96,91643.5
945,636.237,20077.3,1584,103490
946,849.996,29883.6,1296.78,84860.4
947,775.883,26054,1417.68,93233.8
948,764.485,26024.3,1442.43,95368.8
949,676.016,21889.5,1228.59,69953.4
950,751.702,24936,1519.65,101752
951,695.277,26461.7,1622.71,113286
952,719.305,24262.8,1541.52,102985
953,871.989,32310.2,1374.05,94710.9
954,593.91,16565.1,1510.77,92380.3
955,635.282,20440.1,1251.36,71178.2
956,716.387,23323.4,1686.96,116474
957,739.455,24857.2,1487.98,98547.5
958,779.926,26265.8,1262.11,77863.4
959,794.551,27052.5,1573.11,109254
960,717.833,23946.4,1466.19,95778.1
961,816.263,27597.4,1674.09,119658
962,851.343,30270.7,1282.05,83832.6
963,594.791,15331.5,1780.02,117670
964,821.747,28578.2,1488.97,102367
965,825.85,27026.9,1331.55,85421
966,721.966,24130.5,1667.16,115777
967,747.919,24833,1353.25,85152.2
968,805.766,27442.2,1411.74,94035.1
969,730.129,23915.3,1673.1,115641
970,780.211,26988.9,1551.33,106908
971,851.064,30828.3,1637.46,119259
972,697.783,21995.7,1442.43,91470.8
973,518.133,14263.1,1489.95,88452.5
974,792.778,29430.2,1507.79,105195
975,645.106,18561.8,1535.49,96863.3
976,828.393,28720.6,1477.08,101589
977,697.318,22454.7,1549.35,102030
978,792.893,26231.5,1266.07,78518.6
979,838.253,29061.6,1515.69,105440
980,629.224,19320.6,1524.64,96521.9
981,790.812,26667.5,1534.54,105035
982,647.832,21260.5,1502.84,96226.5
983,789.955,27064.4,1606.77,112346
984,949.231,35227.5,1750.51,134720
985,940.808,34967.2,919.339,52798.7
986,698.685,22716.8,1417.68,89637.8
987,767.374,27402.9,1443.4,96564.8
988,860.321,29301.2,1453.32,99644.5
989,558.635,15213.3,1368.18,77291.1
990,834.326,29215,1615.68,115639
991,794.257,26058.7,1666.17,117458
992,785.539,27697.8,1642.53,116317
993,822.926,27856.6,1554.3,108343
994,737.269,26525.1,1549.4,106493
995,847.55,28188.9,1580.04,111090
996,685.019,22533.4,1538.46,101412
997,809.816,29141.3,1723.76,125836
998,761.954,24909,1334.52,83546.7
999,726.111,21900.9,1245.42,71840.2
1000,750.502,24795.7,1755.27,124772
1001,774.661,25379.4,1636.47,113949
1002,823.525,28376.5,1391.94,92880.7
1003,651.759,18501.3,1556.28,98838.8
1004,848.061,29971.8,1440.45,99362.7
1005,682.22,22038.3,1501.87,96828.5
1006,745.917,25498.7,1494.92,100069
1007,621.751,18968,1411.74,85453.1
1008,598.561,16709.9,1399.86,82045.7
1009,659.553,22005.5,1451.34,92136.4
1010,722.06,22466.6,1430.52,90750.9
1011,616.717,17823.3,1673.24,109517
1012,775.793,24838.4,1685.97,117871
1013,1016.86,38055.9,1829.52,145303
1014,716.915,24732.4,1432.53,93216.1
1015,806.484,27796.8,1640.43,116272
1016,784.696,27805.8,1602.81,112838
1017,820.075,27592.4,1450.35,97929.3
1018,852.061,31185.7,1488.96,105106
1019,823.354,27883.6,1357.29,89092.2
1020,794.052,27834.4,1318.68,85147.1
1021,858.851,30399.7,1607.94,115697
1022,860.111,29539.1,1484.01,102968
1023,774.9,27366.9,1068.21,59838.7
1024,784.411,27674.4,1560.24,108476
1025,643.498,18037.6,1638.45,106588
1026,741.846,24907.4,1546.38,104532
1027,781.555,27480.5,1652.55,116994
1028,694.24,21543,1616.67,108008
1029,612.485,19229.9,1336.41,78009.9
1030,895.236,33080.9,1401.79,98184.9
1031,669.1,21324.6,1325.61,79051.7
1032,706.157,22812,1774.28,124115
1033,628.195,18346,1349.37,78642.7
1034,699.81,22285.2,1385.94,86182.7
1035,780.679,26640.5,1660.23,117281
1036,729.968,24062.4,1696.86,118223
1037,739.859,24627.6,1719.63,121266
1038,926.385,34573.8,1274,87503
1039,774.093,25029.5,1551.44,105044
1040,722.176,23852.1,1474.11,96310.3
1041,704.847,21572.2,1549.35,101514
1042,740.827,25247.3,1418.63,92179.8
1043,854.901,29763.1,1110.78,66648.9
1044,730.074,23981.1,1390.95,88265.6
1045,820.188,28340.9,1510.74,104117
1046,774.16,25445.2,1354.24,86013.4
1047,758.337,24669.2,1293.93,79389.9
1048,770.681,25981.2,1213.74,72663
1049,746.761,25558.9,1397.83,90406.4
1050,841.306,31260.1,1402.69,96595.7
1051,835.197,28741.2,1437.48,97773.5
1052,711.155,21033.2,1160.28,62654.9
1053,743.34,26706.4,1533.51,104921
1054,769.974,28056.4,1448.32,97558
1055,757.695,23628.6,1671.12,115252
1056,695.867,22702,1625.58,109960
1057,590.884,18666.8,1496.88,93345.5
1058,739.481,24137.5,1468.17,96112.1
1059,778.549,26444.8,1594.89,110513
1060,808.593,27699.2,1534.5,105760
1061,697.547,21985.4,1429.56,89994.9
1062,786.335,26982.1,1526.58,104371
1063,697.042,24372.6,1170.18,66741.2
1064,669.983,22388.4,1421.64,89560.1
1065,778.704,25317.4,1512.72,101369
1066,815.16,28509.6,1520.64,105503
1067,704.229,22844.4,1577.07,105304
1068,748.896,24834.7,1337.4,83957.1
1069,798.525,27153,1347.31,87125.1
1070,812.118,28826,1580.11,111499
1071,729.315,22608.1,1505.79,98162.4
1072,779.215,26137,1302.84,81877.2
1073,801.457,27804.8,1496.88,102588
1074,773.745,26013.9,1417.68,92691.8
1075,914.535,34164.6,1543.46,113204
1076,574.782,18204.8,1604.79,103298
1077,710.15,24174.5,1423.59,91451.2
1078,793.294,26331.3,1243.44,76103.6
1079,571.213,16694.5,1324.62,74492.5
1080,597.183,18592.7,1665.18,109665
1081,803.027,27401.5,1240.47,76933.6
1082,796.349,27430.9,1208.61,73528.7
1083,876.743,31645.5,1622.61,118833
1084,795.186,27754.5,1428.54,95476.7
1085,808.88,28017.8,1351.19,87966.7
1086,773.101,27244.5,1689.93,120974
1087,887.367,31924.5,1610.82,117244
1088,700.813,21572.3,1748.34,121009
1089,671.641,21539.1,1217.53,68763.1
1090,649.409,19156.5,1509.75,95192.3
1091,784.187,27553.8,1588.95,111008
1092,717.127,23127.4,1594.89,107647
1093,773.745,26193.4,1498.86,101302
1094,864.072,30366.4,1557.33,110897
1095,837.547,29084,1625.58,116216
1096,783.982,26439.3,1410.75,92634
1097,610.754,17343.1,1288.98,71667.5
1098,643.523,19895.1,1405.76,85681.3
1099,746.473,23262.8,1252.35,73877.5
1100,639.458,18634.6,1530.54,96292.6
1101,957.909,36073.3,1531.57,114093
1102,735.909,23853.2,1610.73,109651
1103,760.145,25125.4,1485.99,98702.5
1104,805.988,28276.4,1436.49,96952.4
1105,620.493,18229,1583.01,101217
1106,788.711,26109.3,1382.04,89187.3
1107,788.533,28614.1,1351.27,88755.9
1108,767.617,24962.4,1701.81,119657
1109,841.483,30676.1,1716.66,126820
1110,697.045,23515.2,1235.2,72266.2
1111,864.011,29112.2,1577.07,111488
1112,776.377,27060.2,1660.36,117233
1113,719.077,22930.4,1630.53,110806
1114,662.521,21041.3,1601.82,106019
1115,654.754,20927.6,1491.93,95242.5
1116,648.985,19780.3,1491.94,93913.5
1117,736.766,23507.7,1503.81,98942.5
1118,719.542,22499.7,1899.81,136814
1119,747.617,24638.3,1692.06,118207
1120,773.315,25592,1619.64,112329
1121,655.677,19634.9,1616.67,106008
1122,688.181,19688.3,1431.54,87999
1123,676.992,21600.2,1331.46,80001.8
1124,902.084,32620.9,1712.7,128505
1125,725.007,23438.3,1540.44,102172
1126,682.099,22675.6,1465.2,94020
1127,779.145,26981.6,1181.87,70770.9
1128,610.756,19681.7,1372.07,82236.6
1129,722.257,24451.3,1269.04,76502.5
1130,698.022,21257.1,1379.01,84048.7
1131,565.115,14542.8,1360.26,75883.7
1132,615.102,20224.3,1310.76,76653.2
1133,670.63,21261,1251.36,72062.2
1134,709.631,22568.7,1639.44,111159
1135,714.244,23091,1594.89,107367
1136,760.964,23510.6,1329.57,81750.6
1137,733.623,24454,1529.55,102250
1138,823.916,27003.9,1450.35,97051.3
1139,679.307,21064.9,1395.85,85722.1
1140,729.205,24135.9,1206.63,70193.9
1141,705.017,22890,1773.09,124559
1142,851.884,29547.4,1170.18,71841.2
1143,652.889,19352.1,1369.17,81536.2
1144,766.086,23626.4,1309.77,80227.9
1145,948.478,35353.8,1233.38,84174.8
1146,810.726,27387.4,1507.79,102945
1147,814.181,27870.2,1296.9,82493.7
1148,702.99,21084.7,1682.01,113876
1149,793.353,25652.8,1565.19,106947
1150,823.499,28684.4,1637.46,117091
1151,682.417,20952.6,1359.27,82034.5
1152,588.322,17214.5,1431.54,85337
1153,821.533,26770.5,1521.63,103724
1154,773.645,26184.7,1487.97,99886.5
1155,759.973,25463.6,1356.3,86497
1156,817.595,27245.9,1516.68,104181
1157,749.777,25270.7,1303.83,80816.5
1158,812.269,29782.7,1678.05,122425
1159,938.902,35679.8,1341.45,95299.1
1160,824.28,29829.2,1273.14,82247
1161,708.395,22815.7,1609.74,108620
1162,935.061,34571.8,1652.43,124542
1163,575.451,16784.9,1383.03,80086.4
1164,697.272,20248.9,1416.69,86978.7
1165,677.896,22900.9,1197.9,67998.8
1166,664.047,20721.5,1434.51,89168.3
1167,837.85,30076.4,1846.35,139154
1168,655.641,20222.9,1436.49,88824.4
1169,770.817,25775.1,1380,88963.8
1170,661.375,20415.5,1342.35,79923.1
1171,874.529,32234.6,993.96,57245.3
1172,708.448,22714.6,1210.59,69057.5
1173,726.233,23898,1373.99,86161.7
1174,752.823,24220.7,1551.33,104404
1175,630.983,19465.8,1222.65,67389.3
1176,870.406,32589,1548.41,111914
1177,629.589,18797.2,1320.66,76295.6
1178,653.091,22391.8,1469.16,94312.1
1179,744.981,25445.9,1581.03,108493
1180,831.247,28895.7,1432.53,97374.1
1181,752.245,23951.8,1558.26,104507
1182,566.868,15580.3,1390.95,79845.6
1183,788.267,26150.9,1274,78535
1184,652.289,20627,1386,84477.9
1185,808.631,28213,1574.1,110321
1186,643.76,20171.7,1326.6,78138.9
1187,622.247,18324.1,1543.41,97308.8
1188,846.817,29398.2,1344.42,89230.7
1189,780.829,29646.3,1456.28,100129
1190,824.871,28531.4,1438.47,97350.6
1191,778.267,24249.3,1504.8,99535.4
1192,782.24,27188.7,1427.55,94695.6
1193,827.379,28027.3,1545.44,107294
1194,700.584,21841.6,1598.85,106489
1195,799.003,26687.2,1689.09,120345
1196,744.183,23137.9,1586.97,106508
1197,656.103,20426.4,1234.53,69389.5
1198,763.491,26513.9,1380.06,89655
1199,741.044,23235.8,1427.58,91030.7
1200,764.988,25425.8,1469.16,97322.1
1201,758.017,26180.3,1620.63,112795
1202,688.746,22555.3,1715.67,118803
1203,802.796,27402.8,1476.09,100119
1204,786.483,25698.3,1591.92,109819
1205,627.321,18905.7,1621.62,105764
1206,768.598,26840.9,1496.88,101624
1207,743.58,24688,1292.94,79264.6
1208,834.385,30152.6,1695.03,124225
1209,515.457,14626,1515.72,91091.2
1210,821.136,27858.4,1135.3,67134.8
1211,844.496,31399.2,1715.67,127375
1212,877.679,29331.6,1329.57,87792.6
1213,751.874,26486.7,1221.66,74259.9
1214,695.159,21063.8,1448.37,90931.2
1215,654.871,19156.8,1408.77,85299.8
1216,830.987,29364.9,1507.77,104972
1217,674.051,19785.1,1475.1,92309.3
1218,768.625,25807.8,1562.22,106848
1219,792.409,28335.2,1151.37,69229.8
1220,733.201,24979,1779.03,127037
1221,773.595,28173.3,1400.8,93351.7
1222,779.283,24370,1663.2,115150
1223,829.577,29546,1604.79,114716
1224,821.389,28277.8,1447.36,97885.1
1225,841.257,29558,1562.22,110642
1226,863.317,30586.4,1249.08,80860.9
1227,715.632,24092.9,1499.85,98724.5
1228,743.803,24832.2,1602.81,109978
1229,791.671,27681.6,1334.52,86226.7
1230,801.29,26691.4,1527.57,104462
1231,674.271,20891.1,1321.65,78360.8
1232,728.489,24526.1,1350.36,84657.9
1233,635.671,19824.9,1294.92,74483.1
1234,708.459,21243.3,1549.35,101044
1235,836.291,30599.2,1498.86,105540
1236,691.775,22737.4,1570.14,104551
1237,773.757,27439.9,1257.3,78528.1
1238,664.284,20625.3,1288.98,75109.5
1239,795.319,28443.8,1605.87,113744
1240,763.018,23367.3,1274.13,76438.3
1241,893.647,32534.1,1372.07,94836.6
1242,783.955,26662.6,1389.96,90854.4
1243,763.225,27611.3,1495.91,102300
1244,819.445,28208.6,1683,121235
1245,647.042,20895.8,1493.91,95586.5
1246,785.654,25749.5,1619.64,112617
1247,742.855,27604.5,1503.85,102654
1248,682.595,21024.4,1420.62,88186
1249,749.671,25369.5,1373.13,87890.9
1250,588.823,17968.1,1648.35,107402
1251,791.503,26926.5,1350.36,87611.9
1252,678.657,20950.1,1725.57,117878
1253,766.101,26812.6,1272.02,79504.4
1254,712.874,23639.1,1557.27,104252
1255,702.555,22280.4,1430.55,90415.9
1256,769.805,25265.7,1531.53,103344
1257,793.552,28579.5,1597.95,112969
1258,766.439,27823.2,1477.08,100735
1259,826.458,30733.8,1578.06,113425
1260,748.091,25934,1584,109118
1261,706.667,23307.2,1607.85,108656
1262,628.423,19364.9,1406.79,85387.6
1263,629.501,21038,1631.52,108858
1264,773.026,26346.2,1303.83,81930.5
1265,727.038,25038.9,1366.2,86924.7
1266,771.489,25606.6,1436.49,94292.4
1267,859.813,30798.3,1479.07,103528
1268,635.579,19647.4,1561.23,100517
1269,707.19,22354.4,1573.11,104530
1270,730.386,24177.5,1435.5,92977.3
1271,686.665,20773.6,1141.47,60653.2
1272,845.133,30140.4,1540.44,109110
1273,944.166,35257.2,1682.01,128162
1274,754.727,24708.1,1591.92,108615
1275,846.92,30462.7,1629.54,118261
1276,803.511,29157.9,1323.63,86807.2
1277,758.386,25495.8,1455.3,95774.6
1278,635.912,19149.8,1190.97,63825
1279,776.537,25936.8,1493.91,100331
1280,688.411,20703.8,1430.55,88889.9
1281,566.901,15491.1,1590.93,99078
1282,806.895,28884.5,1597.86,113162
1283,810.494,26804.9,1319.67,83946.3
1284,689.491,22743.3,1464.21,94080
1285,689.805,21663,1511.76,97727.3
1286,693.661,23512.1,1646.37,112747
1287,665.153,21516.2,1389.91,85479.3
1288,940.217,35411.6,1276.11,88416.9
1289,742.557,25748.9,1382.97,89049.3
1290,692.369,23347.3,1230.57,71734.1
1291,743.01,26431.9,1155.89,67442.2
1292,665.486,21065.1,1296.9,75979.7
1293,767.653,24736.7,1493.93,98791.5
1294,671.615,22132.9,1638.45,110656
1295,708.761,22138,1349.37,82244.7
1296,770.091,26154,1463.21,97447.9
1297,783.115,27216.8,1372.07,89700.6
1298,676.051,20997.8,1279.08,74302.7
1299,812.607,30027.2,1523.65,107337
1300,784.94,26725.7,1546.38,106226
1301,942.623,35275.8,1412.73,101842
1302,728.248,22574,1314.72,79296.2
1303,703.338,24349.8,1547.37,104146
1304,787.716,24832.8,1646.37,114425
1305,611.931,19312.1,1213.74,65811
1306,658.709,20883.2,1522.65,97704
1307,592.581,16522.2,1770.12,117899
1308,767.643,26335,1576.08,108845
1309,819.279,28272.9,1415.66,94750.4
1310,742.119,26194.5,1721.61,123017
1311,767.623,24683.3,1812.69,130057
1312,642.779,20749.3,1312.74,77615.7
1313,788.087,28034.8,1366.2,89962.7
1314,889.281,29711.9,1438.47,98924.6
1315,684.513,21904.9,1515.69,98126.2
1316,944.035,32453.4,1880.01,144367
1317,707.415,22257.8,1393.92,86821
1318,805.836,28500.4,1654.29,118565
1319,717.49,23558.6,1796.85,127550
1320,697.541,22201.2,1338.39,81320.3
1321,738.537,23526.6,1388.91,87236.1
1322,718.035,23784.7,1503.83,98947.5
1323,738.148,26030.2,1285.02,79896.4
1324,737.141,22860.6,1338.48,81981.5
1325,810.861,28769.7,1206.63,74647.9
1326,713.473,21761,1478.07,94598.4
1327,859.025,29977.4,1539.45,108935
1328,751.12,24152.9,1871.1,135463
1329,819.37,27723,1456.29,98315.7
1330,784.462,27687.6,1412.65,93948
1331,767.859,26563.2,1722.6,123294
1332,731.333,23852.6,1475.1,96408.3
1333,767.463,24826.9,1430.55,92825.9
1334,807.371,28777.6,1319.57,85751.1
1335,926.013,35471.1,1429.53,103628
1336,736.285,24206.4,1692.9,118254
1337,723.383,23090.9,1253.34,73864.8
1338,808.125,28986.3,1406.79,94521.6
1339,768.335,26081.4,1467.18,97871.1
1340,857.594,30884.9,1467.18,102761
1341,847.346,30239,1533.51,108285
1342,786.167,25879.6,1535.49,104201
1343,651.41,22201.2,1375.11,85117.2
1344,676.8,23627.9,1749.33,123122
1345,664.995,21397.1,1573.11,103780
1346,819.615,27506.1,1146.42,67870.5
1347,769.131,25491.7,1440.45,94782.7
1348,679.33,21319.3,1578.06,103953
1349,781.28,26248.7,1848.33,135497
1350,882.278,32648.8,1451.34,102774
1351,673.629,21221.3,1359.27,82510.5
1352,849.686,30535.2,1449.35,100575
1353,864.198,31835.1,1559.25,112686
1354,756.395,24609.9,1634.6,112608
1355,752.315,25965.4,1329.57,84316.6
1356,841.358,30030.8,1509.75,106114
1357,632.623,20847.9,1370.16,82851.4
1358,821.909,27725.8,1366.2,89608.7
1359,694.705,21294.4,1835.46,129234
1360,813.007,27529.7,1328.58,85685.4
1361,799.045,27200.4,1481.04,100315
1362,684.082,21353,1810.71,126832
1363,662.049,19781.5,1347.39,79642.3
1364,695.095,22133,1411.74,88193.1
1365,638.049,19121.3,1343.34,78554.3
1366,842.425,28572.2,1382.04,92089.3
1367,652.124,19661.6,1609.74,105238
1368,931.372,33777.1,1296.66,88459.1
1369,747.844,23932.9,1540.44,102996
1370,758.837,25815.4,1436.47,94595.3
1371,581.557,17054.8,1615.68,103613
1372,779.325,26129.3,1572.12,108415
1373,749.423,22964.1,1615.68,109173
1374,591.892,16227.5,1546.38,95603.6
1375,731.511,24175.4,1339.38,83087.5
1376,749.421,25265.2,1496.88,100040
1377,779.812,25938.1,1495.89,100635
1378,785.996,27630.1,1424.58,95068.3
1379,705.333,23066.9,1624.59,110199
1380,901.079,34348,1647.48,123797
1381,714.999,23959.7,1522.62,101253
1382,710.131,22620.1,1431.54,90931
1383,750.097,23772.7,1293.93,78531.9
1384,847.511,29729.3,1635.59,118021
1385,858.739,28950.6,1626.78,116249
1386,755.769,23621.5,1427.58,91490.7
1387,556.114,16551.4,1449.36,86718.3
1388,664.371,21603.4,1102.61,57439.3
1389,819.881,29573.3,1539.45,108503
